pygame 2.6.1 (SDL 2.28.4, Python 3.12.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
gate semantics v2 (standoff band enforced=False, forced=False; on-line clause: disabled (yaw-parallel only))
1440 trench maps in train_v2_pooled_generalist
selfcheck trn-net3-side1-road:train_v2_pooled_generalist:1729: probes=512 applicable=153 replica_refusals=140 mismatches=0
selfcheck trn-net3-side1-road:train_v2_pooled_generalist:1730: probes=512 applicable=169 replica_refusals=152 mismatches=0
selfcheck trn-net3-side1-road:train_v2_pooled_generalist:1731: probes=512 applicable=208 replica_refusals=191 mismatches=0
1/1440 trn-net3-side1-road:train_v2_pooled_generalist:1737
11/1440 trn-net3-side1-road:train_v2_pooled_generalist:1749
21/1440 trn-net3-side1-road:train_v2_pooled_generalist:1729
31/1440 trn-net3-side1-road:train_v2_pooled_generalist:1761
41/1440 trn-net3-side1-road:train_v2_pooled_generalist:1760
51/1440 trn-net3-side1-road:train_v2_pooled_generalist:1782
61/1440 trn-net3-side1-road:train_v2_pooled_generalist:1787
71/1440 trn-net3-side1-road:train_v2_pooled_generalist:1801
81/1440 trn-net3-side1-road:train_v2_pooled_generalist:1816
91/1440 trn-net3-side1-road:train_v2_pooled_generalist:1822
101/1440 trn-net3-side1-road:train_v2_pooled_generalist:1820
111/1440 trn-net3-side2:train_v2_pooled_generalist:1847
121/1440 trn-net3-side2:train_v2_pooled_generalist:1851
131/1440 trn-net3-side2:train_v2_pooled_generalist:1865
141/1440 trn-net3-side2:train_v2_pooled_generalist:1869
151/1440 trn-net3-side2:train_v2_pooled_generalist:1885
161/1440 trn-net3-side2:train_v2_pooled_generalist:1893
171/1440 trn-net3-side2:train_v2_pooled_generalist:1900
181/1440 trn-net3-side2:train_v2_pooled_generalist:1913
191/1440 trn-net3-side2-s:train_v2_pooled_generalist:1925
201/1440 trn-net3-side2-s:train_v2_pooled_generalist:1933
211/1440 trn-net3-side2-s:train_v2_pooled_generalist:1942
221/1440 trn-net3-side2-s:train_v2_pooled_generalist:1951
231/1440 trn-net3-side2-s:train_v2_pooled_generalist:1967
241/1440 trn-net3-side2-s:train_v2_pooled_generalist:1974
251/1440 trn-net3-side2-s:train_v2_pooled_generalist:1986
261/1440 trn-net3-side2-s:train_v2_pooled_generalist:1996
271/1440 trn-net3-side2-s:train_v2_pooled_generalist:1999
281/1440 trn-net3-side2-s:train_v2_pooled_generalist:2006
291/1440 trn-net4-side1-road:train_v2_pooled_generalist:2019
301/1440 trn-net4-side1-road:train_v2_pooled_generalist:2030
311/1440 trn-net4-side1-road:train_v2_pooled_generalist:2043
321/1440 trn-net4-side1-road:train_v2_pooled_generalist:2052
331/1440 trn-net4-side1-road:train_v2_pooled_generalist:2058
