pygame 2.6.1 (SDL 2.28.4, Python 3.12.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
gate semantics v2 (standoff band enforced=False, forced=False; on-line clause: perpendicular offset <= 2.29 m)
1440 trench maps in train_v2_pooled_generalist
selfcheck trn-net3-side1-road:train_v2_pooled_generalist:1729: probes=512 applicable=153 replica_refusals=147 mismatches=0
selfcheck trn-net3-side1-road:train_v2_pooled_generalist:1730: probes=512 applicable=169 replica_refusals=166 mismatches=0
selfcheck trn-net3-side1-road:train_v2_pooled_generalist:1731: probes=512 applicable=208 replica_refusals=200 mismatches=0
1/1440 trn-net3-side1-road:train_v2_pooled_generalist:1751
11/1440 trn-net3-side1-road:train_v2_pooled_generalist:1731
21/1440 trn-net3-side1-road:train_v2_pooled_generalist:1744
31/1440 trn-net3-side1-road:train_v2_pooled_generalist:1763
41/1440 trn-net3-side1-road:train_v2_pooled_generalist:1770
51/1440 trn-net3-side1-road:train_v2_pooled_generalist:1775
61/1440 trn-net3-side1-road:train_v2_pooled_generalist:1793
71/1440 trn-net3-side1-road:train_v2_pooled_generalist:1803
81/1440 trn-net3-side1-road:train_v2_pooled_generalist:1814
91/1440 trn-net3-side1-road:train_v2_pooled_generalist:1808
101/1440 trn-net3-side2:train_v2_pooled_generalist:1833
111/1440 trn-net3-side2:train_v2_pooled_generalist:1835
121/1440 trn-net3-side2:train_v2_pooled_generalist:1851
131/1440 trn-net3-side2:train_v2_pooled_generalist:1870
141/1440 trn-net3-side2:train_v2_pooled_generalist:1861
151/1440 trn-net3-side2:train_v2_pooled_generalist:1884
161/1440 trn-net3-side2:train_v2_pooled_generalist:1892
171/1440 trn-net3-side2:train_v2_pooled_generalist:1899
181/1440 trn-net3-side2:train_v2_pooled_generalist:1908
191/1440 trn-net3-side2-s:train_v2_pooled_generalist:1921
201/1440 trn-net3-side2-s:train_v2_pooled_generalist:1929
211/1440 trn-net3-side2-s:train_v2_pooled_generalist:1943
221/1440 trn-net3-side2-s:train_v2_pooled_generalist:1954
231/1440 trn-net3-side2-s:train_v2_pooled_generalist:1962
241/1440 trn-net3-side2-s:train_v2_pooled_generalist:1972
251/1440 trn-net3-side2-s:train_v2_pooled_generalist:1974
261/1440 trn-net3-side2-s:train_v2_pooled_generalist:1992
271/1440 trn-net3-side2-s:train_v2_pooled_generalist:2006
281/1440 trn-net3-side2-s:train_v2_pooled_generalist:2007
291/1440 trn-net4-side1-road:train_v2_pooled_generalist:2019
301/1440 trn-net4-side1-road:train_v2_pooled_generalist:2038
311/1440 trn-net4-side1-road:train_v2_pooled_generalist:2037
321/1440 trn-net4-side1-road:train_v2_pooled_generalist:2043
331/1440 trn-net4-side1-road:train_v2_pooled_generalist:2049
341/1440 trn-net4-side1-road:train_v2_pooled_generalist:2068
351/1440 trn-net4-side1-road:train_v2_pooled_generalist:2081
361/1440 trn-net4-side1-road:train_v2_pooled_generalist:2087
371/1440 trn-net4-side1-road:train_v2_pooled_generalist:2096
381/1440 trn-net4-side1-road:train_v2_pooled_generalist:2095
391/1440 trn-net4-side2:train_v2_pooled_generalist:2117
401/1440 trn-net4-side2:train_v2_pooled_generalist:2131
411/1440 trn-net4-side2:train_v2_pooled_generalist:2137
421/1440 trn-net4-side2:train_v2_pooled_generalist:2154
431/1440 trn-net4-side2:train_v2_pooled_generalist:2159
441/1440 trn-net4-side2:train_v2_pooled_generalist:2160
451/1440 trn-net4-side2:train_v2_pooled_generalist:2174
